ID,SchYear,State,Sport,Boys_Schools,Girls_Schools,Boys_Participation,Girls_Participation
44576,2015/2016,MI,None,0,0,0,0
44577,2015/2016,MI,Pentathlon,0,0,0,0
44578,2015/2016,MI,Riflery,7,4,64,15
44579,2015/2016,MI,Rodeo,0,0,0,0
44580,2015/2016,MI,RUGBY,0,0,0,0
44581,2015/2016,MI,Rythmic Gymnastics,0,0,0,0
44582,2015/2016,MI,sailing,0,0,0,0
44583,2015/2016,MI,Skiing -- Alpine,85,92,719,652
44584,2015/2016,MI,Skiing -- Cross Country,3,3,27,33
44585,2015/2016,MI,Snowboarding,9,8,150,46
44586,2015/2016,MI,Soccer,474,456,14526,13415
44587,2015/2016,MI,Soft Tennis,0,0,0,0
44588,2015/2016,MI,Softball -- Fast Pitch,0,612,0,13788
44589,2015/2016,MI,Softball -- Slow Pitch,0,0,0,0
44590,2015/2016,MI,Surfing,0,0,0,0
44591,2015/2016,MI,Swimming & Diving,238,253,4732,5378
44592,2015/2016,MI,Synchronized Swimming,0,5,0,91
44593,2015/2016,MI,Team Tennis,0,0,0,0
44594,2015/2016,MI,Tennis,293,331,6065,8687
44595,2015/2016,MI,Track and Field -- Indoor,32,34,430,346
44596,2015/2016,MI,Track and Field -- Outdoor,662,646,22803,16611
44597,2015/2016,MI,Volleyball,0,708,0,19395
44598,2015/2016,MI,Water Polo,29,32,594,543
44599,2015/2016,MI,Weight Lifting,78,62,1867,727
44600,2015/2016,MI,Wrestling,463,0,9396,205
44601,2015/2016,VA,Adapted Basketball,0,0,0,0
44602,2015/2016,VA,Adapted Bowling,0,0,0,0
44603,2015/2016,VA,Adapted Floor Hockey,0,0,0,0
44604,2015/2016,VA,Adapted Soccer,0,0,0,0
44605,2015/2016,VA,Adapted Softball,0,0,0,0
44606,2015/2016,VA,Adapted Track,0,0,0,0
44607,2015/2016,VA,Air Riflery,0,0,0,0
44608,2015/2016,VA,Archery,0,0,0,0
44609,2015/2016,VA,Adapted Bocce - Indoor,0,0,0,0
44610,2015/2016,VA,Adapted Volleyball,0,0,0,0
44611,2015/2016,VA,Badminton,0,0,0,0
44612,2015/2016,VA,Baseball,308,5,9275,18
44613,2015/2016,VA,Basketball,314,311,9333,7730
44614,2015/2016,VA,Bowling,0,0,0,0
44615,2015/2016,VA,Competitive Spirit Squad,50,212,122,4515
44616,2015/2016,VA,Crew,32,34,1082,1052
44617,2015/2016,VA,Cross Country,304,304,6344,5086
44618,2015/2016,VA,Canoe Paddling,0,0,0,0
44619,2015/2016,VA,Bocce - Outdoor,0,0,0,0
44620,2015/2016,VA,Cycling,0,0,0,0
44621,2015/2016,VA,DANCE,0,0,0,0
44622,2015/2016,VA,"Dance Team, High Kick",0,0,0,0
44623,2015/2016,VA,"Dance Team, Jazz",0,0,0,0
44624,2015/2016,VA,Dance/Drill,0,0,0,0
44625,2015/2016,VA,Decathlon,0,0,0,0
44626,2015/2016,VA,Drill Team,0,0,0,0
44627,2015/2016,VA,Equestrian,0,0,0,0
44628,2015/2016,VA,Fencing,0,0,0,0
44629,2015/2016,VA,Field Hockey,0,138,0,4686
44630,2015/2016,VA,Flag Football,0,0,0,0
44631,2015/2016,VA,Football -- 11-Player,308,32,24394,59
44632,2015/2016,VA,Football -- 6-player,0,0,0,0
44633,2015/2016,VA,Football -- 8-player,0,0,0,0
44634,2015/2016,VA,Football -- 9-player,0,0,0,0
44635,2015/2016,VA,Golf,293,178,2706,471
44636,2015/2016,VA,Gymnastics,1,80,17,878
44637,2015/2016,VA,Heptathlon,0,0,0,0
44638,2015/2016,VA,Ice Hockey,0,0,0,0
44639,2015/2016,VA,Judo,0,0,0,0
44640,2015/2016,VA,Kayaking,0,0,0,0
44641,2015/2016,VA,Lacrosse,104,102,4720,3684
44642,2015/2016,VA,Mixed 6-Coed Volleyball,0,0,0,0
44643,2015/2016,VA,Mt. Biking,0,0,0,0
44644,2015/2016,VA,Native Youth Olympics,0,0,0,0
44645,2015/2016,VA,None,0,0,0,0
44646,2015/2016,VA,Pentathlon,0,0,0,0
44647,2015/2016,VA,Riflery,0,0,0,0
44648,2015/2016,VA,Rodeo,0,0,0,0
44649,2015/2016,VA,RUGBY,0,0,0,0
44650,2015/2016,VA,Rythmic Gymnastics,0,0,0,0
44651,2015/2016,VA,sailing,0,0,0,0
44652,2015/2016,VA,Skiing -- Alpine,0,0,0,0
44653,2015/2016,VA,Skiing -- Cross Country,0,0,0,0
44654,2015/2016,VA,Snowboarding,0,0,0,0
44655,2015/2016,VA,Soccer,292,287,10550,9104
44656,2015/2016,VA,Soft Tennis,0,0,0,0
44657,2015/2016,VA,Softball -- Fast Pitch,0,306,0,7535
44658,2015/2016,VA,Softball -- Slow Pitch,0,0,0,0
44659,2015/2016,VA,Surfing,0,0,0,0
44660,2015/2016,VA,Swimming & Diving,199,199,3571,4271
44661,2015/2016,VA,Synchronized Swimming,0,0,0,0
44662,2015/2016,VA,Team Tennis,0,0,0,0
44663,2015/2016,VA,Tennis,245,267,2912,3600
44664,2015/2016,VA,Track and Field -- Indoor,224,223,7370,6283
44665,2015/2016,VA,Track and Field -- Outdoor,299,299,11495,8867
44666,2015/2016,VA,Volleyball,68,309,1208,8033
44667,2015/2016,VA,Water Polo,0,0,0,0
44668,2015/2016,VA,Weight Lifting,0,0,0,0
44669,2015/2016,VA,Wrestling,271,68,6415,137
44670,2015/2016,SC,Adapted Basketball,0,0,0,0
44671,2015/2016,SC,Adapted Bowling,0,0,0,0
44672,2015/2016,SC,Adapted Floor Hockey,0,0,0,0
44673,2015/2016,SC,Adapted Soccer,0,0,0,0
44674,2015/2016,SC,Adapted Softball,0,0,0,0
44675,2015/2016,SC,Adapted Track,0,0,0,0
44676,2015/2016,SC,Air Riflery,0,0,0,0
44677,2015/2016,SC,Archery,0,0,0,0
44678,2015/2016,SC,Adapted Bocce - Indoor,0,0,0,0
44679,2015/2016,SC,Adapted Volleyball,0,0,0,0
44680,2015/2016,SC,Badminton,0,0,0,0
44681,2015/2016,SC,Baseball,204,0,6974,0
44682,2015/2016,SC,Basketball,210,210,6935,4974
44683,2015/2016,SC,Bowling,0,0,0,0
44684,2015/2016,SC,Competitive Spirit Squad,0,94,0,2959
44685,2015/2016,SC,Crew,0,0,0,0
44686,2015/2016,SC,Cross Country,171,161,3422,2419
44687,2015/2016,SC,Canoe Paddling,0,0,0,0
44688,2015/2016,SC,Bocce - Outdoor,0,0,0,0
44689,2015/2016,SC,Cycling,0,0,0,0
44690,2015/2016,SC,DANCE,0,0,0,0
44691,2015/2016,SC,"Dance Team, High Kick",0,0,0,0
44692,2015/2016,SC,"Dance Team, Jazz",0,0,0,0
44693,2015/2016,SC,Dance/Drill,0,0,0,0
44694,2015/2016,SC,Decathlon,0,0,0,0
44695,2015/2016,SC,Drill Team,0,0,0,0
44696,2015/2016,SC,Equestrian,0,0,0,0
44697,2015/2016,SC,Fencing,0,0,0,0
44698,2015/2016,SC,Field Hockey,0,0,0,0
44699,2015/2016,SC,Flag Football,0,0,0,0
44700,2015/2016,SC,Football -- 11-Player,203,0,19151,0
44701,2015/2016,SC,Football -- 6-player,0,0,0,0
44702,2015/2016,SC,Football -- 8-player,0,0,0,0
44703,2015/2016,SC,Football -- 9-player,0,0,0,0
44704,2015/2016,SC,Golf,152,100,1769,862
44705,2015/2016,SC,Gymnastics,0,0,0,0
44706,2015/2016,SC,Heptathlon,0,0,0,0
44707,2015/2016,SC,Ice Hockey,0,0,0,0
44708,2015/2016,SC,Judo,0,0,0,0
44709,2015/2016,SC,Kayaking,0,0,0,0
44710,2015/2016,SC,Lacrosse,37,40,1673,1364
44711,2015/2016,SC,Mixed 6-Coed Volleyball,0,0,0,0
44712,2015/2016,SC,Mt. Biking,0,0,0,0
44713,2015/2016,SC,Native Youth Olympics,0,0,0,0
44714,2015/2016,SC,None,0,0,0,0
44715,2015/2016,SC,Pentathlon,0,0,0,0
44716,2015/2016,SC,Riflery,0,0,0,0
44717,2015/2016,SC,Rodeo,0,0,0,0
44718,2015/2016,SC,RUGBY,0,0,0,0
44719,2015/2016,SC,Rythmic Gymnastics,0,0,0,0
44720,2015/2016,SC,sailing,0,0,0,0
44721,2015/2016,SC,Skiing -- Alpine,0,0,0,0
44722,2015/2016,SC,Skiing -- Cross Country,0,0,0,0
44723,2015/2016,SC,Snowboarding,0,0,0,0
44724,2015/2016,SC,Soccer,168,154,6014,5003
44725,2015/2016,SC,Soft Tennis,0,0,0,0
44726,2015/2016,SC,Softball -- Fast Pitch,0,202,0,5155
44727,2015/2016,SC,Softball -- Slow Pitch,0,0,0,0
44728,2015/2016,SC,Surfing,0,0,0,0
44729,2015/2016,SC,Swimming & Diving,90,89,1280,1456
44730,2015/2016,SC,Synchronized Swimming,0,0,0,0
44731,2015/2016,SC,Team Tennis,0,0,0,0
44732,2015/2016,SC,Tennis,119,139,1554,2112
44733,2015/2016,SC,Track and Field -- Indoor,0,0,0,0
44734,2015/2016,SC,Track and Field -- Outdoor,201,200,7848,5615
44735,2015/2016,SC,Volleyball,0,203,0,5020
44736,2015/2016,SC,Water Polo,0,0,0,0
44737,2015/2016,SC,Weight Lifting,0,0,0,0
44738,2015/2016,SC,Wrestling,136,0,4763,0
44739,2015/2016,DC,Adapted Basketball,0,0,0,0
44740,2015/2016,DC,Adapted Bowling,0,0,0,0
44741,2015/2016,DC,Adapted Floor Hockey,0,0,0,0
44742,2015/2016,DC,Adapted Soccer,0,0,0,0
44743,2015/2016,DC,Adapted Softball,0,0,0,0
44744,2015/2016,DC,Adapted Track,0,0,0,0
44745,2015/2016,DC,Air Riflery,0,0,8,2
44746,2015/2016,DC,Archery,0,0,0,0
44747,2015/2016,DC,Adapted Bocce - Indoor,0,0,0,0
44748,2015/2016,DC,Adapted Volleyball,0,0,0,0
44749,2015/2016,DC,Badminton,0,0,0,0
44750,2015/2016,DC,Baseball,29,0,643,0
44751,2015/2016,DC,Basketball,40,37,994,584
44752,2015/2016,DC,Bowling,1,13,7,78
44753,2015/2016,DC,Competitive Spirit Squad,0,8,0,135
44754,2015/2016,DC,Crew,5,6,172,164
44755,2015/2016,DC,Cross Country,27,25,506,333
44756,2015/2016,DC,Canoe Paddling,0,1,0,4
44757,2015/2016,DC,Bocce - Outdoor,0,0,0,0
44758,2015/2016,DC,Cycling,0,0,0,0
44759,2015/2016,DC,DANCE,0,0,0,0
44760,2015/2016,DC,"Dance Team, High Kick",0,0,0,0
44761,2015/2016,DC,"Dance Team, Jazz",0,0,0,0
44762,2015/2016,DC,Dance/Drill,0,0,0,0
44763,2015/2016,DC,Decathlon,0,0,0,0
44764,2015/2016,DC,Drill Team,0,0,0,0
44765,2015/2016,DC,Equestrian,0,0,0,5
44766,2015/2016,DC,Fencing,1,0,9,0
44767,2015/2016,DC,Field Hockey,0,5,0,143
44768,2015/2016,DC,Flag Football,19,19,279,169
44769,2015/2016,DC,Football -- 11-Player,25,0,1342,0
44770,2015/2016,DC,Football -- 6-player,0,0,0,0
44771,2015/2016,DC,Football -- 8-player,0,0,0,0
44772,2015/2016,DC,Football -- 9-player,0,0,0,0
44773,2015/2016,DC,Golf,13,7,98,20
44774,2015/2016,DC,Gymnastics,0,0,0,0
44775,2015/2016,DC,Heptathlon,0,0,0,0
44776,2015/2016,DC,Ice Hockey,4,0,119,0
44777,2015/2016,DC,Judo,0,0,0,0
44778,2015/2016,DC,Kayaking,0,0,0,0
44779,2015/2016,DC,Lacrosse,13,12,403,324
44780,2015/2016,DC,Mixed 6-Coed Volleyball,0,0,0,0
44781,2015/2016,DC,Mt. Biking,0,0,0,0
44782,2015/2016,DC,Native Youth Olympics,0,0,53,0
44783,2015/2016,DC,None,0,0,0,0
44784,2015/2016,DC,Pentathlon,0,0,0,0
44785,2015/2016,DC,Riflery,1,1,8,2
44786,2015/2016,DC,Rodeo,0,0,0,0
44787,2015/2016,DC,RUGBY,2,0,62,0
44788,2015/2016,DC,Rythmic Gymnastics,0,0,0,0
44789,2015/2016,DC,sailing,0,0,0,0
44790,2015/2016,DC,Skiing -- Alpine,7,7,26,14
44791,2015/2016,DC,Skiing -- Cross Country,0,0,0,0
44792,2015/2016,DC,Snowboarding,0,0,0,0
44793,2015/2016,DC,Soccer,28,26,871,640
44794,2015/2016,DC,Soft Tennis,0,0,0,0
44795,2015/2016,DC,Softball -- Fast Pitch,0,30,0,496
44796,2015/2016,DC,Softball -- Slow Pitch,0,0,0,0
44797,2015/2016,DC,Surfing,0,0,0,0
44798,2015/2016,DC,Swimming & Diving,17,18,218,207
44799,2015/2016,DC,Synchronized Swimming,0,0,0,0
44800,2015/2016,DC,Team Tennis,0,0,0,0
44801,2015/2016,DC,Tennis,19,18,221,215
44802,2015/2016,DC,Track and Field -- Indoor,22,21,423,276
44803,2015/2016,DC,Track and Field -- Outdoor,37,35,583,514
44804,2015/2016,DC,Volleyball,0,36,0,681
44805,2015/2016,DC,Water Polo,1,0,75,0
44806,2015/2016,DC,Weight Lifting,1,0,18,0
44807,2015/2016,DC,Wrestling,9,0,205,0
44808,2015/2016,UT,Adapted Basketball,0,0,0,0
44809,2015/2016,UT,Adapted Bowling,0,0,0,0
44810,2015/2016,UT,Adapted Floor Hockey,0,0,0,0
44811,2015/2016,UT,Adapted Soccer,12,12,92,74
44812,2015/2016,UT,Adapted Softball,0,0,0,0
44813,2015/2016,UT,Adapted Track,7,5,50,19
44814,2015/2016,UT,Air Riflery,0,0,0,0
44815,2015/2016,UT,Archery,0,0,0,0
44816,2015/2016,UT,Adapted Bocce - Indoor,0,0,0,0
44817,2015/2016,UT,Adapted Volleyball,0,0,0,0
44818,2015/2016,UT,Badminton,0,0,0,0
44819,2015/2016,UT,Baseball,119,0,3402,0
44820,2015/2016,UT,Basketball,133,129,3775,3110
44821,2015/2016,UT,Bowling,0,0,0,0
44822,2015/2016,UT,Competitive Spirit Squad,0,0,0,0
44823,2015/2016,UT,Crew,0,0,0,0
44824,2015/2016,UT,Cross Country,130,125,2821,2148
44825,2015/2016,UT,Canoe Paddling,0,0,0,0
44826,2015/2016,UT,Bocce - Outdoor,0,0,0,0
44827,2015/2016,UT,Cycling,0,0,0,0
44828,2015/2016,UT,DANCE,0,0,0,0
44829,2015/2016,UT,"Dance Team, High Kick",0,0,0,0
44830,2015/2016,UT,"Dance Team, Jazz",0,0,0,0
44831,2015/2016,UT,Dance/Drill,0,0,0,0
44832,2015/2016,UT,Decathlon,0,0,0,0
44833,2015/2016,UT,Drill Team,0,90,0,2018
44834,2015/2016,UT,Equestrian,0,0,0,0
44835,2015/2016,UT,Fencing,0,0,0,0
44836,2015/2016,UT,Field Hockey,0,0,0,0
44837,2015/2016,UT,Flag Football,0,0,0,0
44838,2015/2016,UT,Football -- 11-Player,104,0,8794,10
44839,2015/2016,UT,Football -- 6-player,0,0,0,0
44840,2015/2016,UT,Football -- 8-player,0,0,0,0
44841,2015/2016,UT,Football -- 9-player,0,0,0,0
44842,2015/2016,UT,Golf,119,107,1481,1094
44843,2015/2016,UT,Gymnastics,0,0,0,0
44844,2015/2016,UT,Heptathlon,0,0,0,0
44845,2015/2016,UT,Ice Hockey,0,0,0,0
44846,2015/2016,UT,Judo,0,0,0,0
44847,2015/2016,UT,Kayaking,0,0,0,0
44848,2015/2016,UT,Lacrosse,0,0,0,0
44849,2015/2016,UT,Mixed 6-Coed Volleyball,0,0,0,0
44850,2015/2016,UT,Mt. Biking,0,0,0,0
44851,2015/2016,UT,Native Youth Olympics,0,0,0,0
44852,2015/2016,UT,None,0,0,0,0
44853,2015/2016,UT,Pentathlon,0,0,0,0
44854,2015/2016,UT,Riflery,0,0,0,0
44855,2015/2016,UT,Rodeo,0,0,0,0
44856,2015/2016,UT,RUGBY,0,0,0,0
44857,2015/2016,UT,Rythmic Gymnastics,0,0,0,0
44858,2015/2016,UT,sailing,0,0,0,0
44859,2015/2016,UT,Skiing -- Alpine,0,0,0,0
44860,2015/2016,UT,Skiing -- Cross Country,0,0,0,0
44861,2015/2016,UT,Snowboarding,0,0,0,0
44862,2015/2016,UT,Soccer,106,99,3906,3474
44863,2015/2016,UT,Soft Tennis,0,0,0,0
44864,2015/2016,UT,Softball -- Fast Pitch,0,101,0,2404
44865,2015/2016,UT,Softball -- Slow Pitch,0,0,0,0
44866,2015/2016,UT,Surfing,0,0,0,0
44867,2015/2016,UT,Swimming & Diving,87,85,1860,1956
44868,2015/2016,UT,Synchronized Swimming,0,0,0,0
44869,2015/2016,UT,Team Tennis,0,0,0,0
44870,2015/2016,UT,Tennis,91,92,1814,1924
44871,2015/2016,UT,Track and Field -- Indoor,0,0,0,0
44872,2015/2016,UT,Track and Field -- Outdoor,126,125,5284,4594
44873,2015/2016,UT,Volleyball,0,129,0,3354
44874,2015/2016,UT,Water Polo,0,0,0,0
44875,2015/2016,UT,Weight Lifting,0,0,0,0
44876,2015/2016,UT,Wrestling,107,0,3421,26
44877,2015/2016,CA,Adapted Basketball,0,0,0,0
44878,2015/2016,CA,Adapted Bowling,0,0,0,0
44879,2015/2016,CA,Adapted Floor Hockey,0,0,0,0
44880,2015/2016,CA,Adapted Soccer,8,8,112,51
44881,2015/2016,CA,Adapted Softball,5,6,74,33
44882,2015/2016,CA,Adapted Track,17,17,85,58
44883,2015/2016,CA,Air Riflery,0,0,0,0
44884,2015/2016,CA,Archery,12,11,157,141
44885,2015/2016,CA,Adapted Bocce - Indoor,0,0,0,0
44886,2015/2016,CA,Adapted Volleyball,0,0,0,0
44887,2015/2016,CA,Badminton,188,214,3958,5076
44888,2015/2016,CA,Baseball,1277,69,44163,417
44889,2015/2016,CA,Basketball,1455,1407,45677,34373
44890,2015/2016,CA,Bowling,7,6,54,43
44891,2015/2016,CA,Competitive Spirit Squad,138,338,561,8846
44892,2015/2016,CA,Crew,21,28,356,422
44893,2015/2016,CA,Cross Country,1267,1241,29628,25103
44894,2015/2016,CA,Canoe Paddling,0,0,0,0
44895,2015/2016,CA,Bocce - Outdoor,0,0,0,0
44896,2015/2016,CA,Cycling,0,0,0,0
44897,2015/2016,CA,DANCE,0,0,0,0
44898,2015/2016,CA,"Dance Team, High Kick",0,0,0,0
44899,2015/2016,CA,"Dance Team, Jazz",0,0,0,0
44900,2015/2016,CA,Dance/Drill,0,0,0,0
44901,2015/2016,CA,Decathlon,14,13,120,119
44902,2015/2016,CA,Drill Team,0,0,0,0
44903,2015/2016,CA,Equestrian,14,75,37,558
44904,2015/2016,CA,Fencing,21,22,212,181
44905,2015/2016,CA,Field Hockey,1,96,1,3334
44906,2015/2016,CA,Flag Football,42,46,728,853
44907,2015/2016,CA,Football -- 11-Player,1064,223,100205,333
44908,2015/2016,CA,Football -- 6-player,0,0,0,0
44909,2015/2016,CA,Football -- 8-player,99,17,1928,47
44910,2015/2016,CA,Football -- 9-player,0,0,0,0
44911,2015/2016,CA,Golf,976,865,10839,7541
44912,2015/2016,CA,Gymnastics,5,52,13,799
44913,2015/2016,CA,Heptathlon,0,0,0,0
44914,2015/2016,CA,Ice Hockey,29,5,507,13
44915,2015/2016,CA,Judo,6,11,58,86
44916,2015/2016,CA,Kayaking,0,0,0,0
44917,2015/2016,CA,Lacrosse,228,213,9264,6039
44918,2015/2016,CA,Mixed 6-Coed Volleyball,0,0,0,0
44919,2015/2016,CA,Mt. Biking,45,34,567,198
44920,2015/2016,CA,Native Youth Olympics,0,0,0,0
44921,2015/2016,CA,None,0,0,0,0
44922,2015/2016,CA,Pentathlon,0,0,0,0
44923,2015/2016,CA,Riflery,8,7,68,44
44924,2015/2016,CA,Rodeo,16,24,61,94
44925,2015/2016,CA,RUGBY,41,16,1281,220
44926,2015/2016,CA,Rythmic Gymnastics,0,0,0,0
44927,2015/2016,CA,sailing,28,23,182,156
44928,2015/2016,CA,Skiing -- Alpine,25,22,209,167
44929,2015/2016,CA,Skiing -- Cross Country,4,4,24,30
44930,2015/2016,CA,Snowboarding,23,22,195,94
44931,2015/2016,CA,Soccer,1331,1319,52279,46769
44932,2015/2016,CA,Soft Tennis,0,0,0,0
44933,2015/2016,CA,Softball -- Fast Pitch,2,1239,13,33348
44934,2015/2016,CA,Softball -- Slow Pitch,1,6,20,94
44935,2015/2016,CA,Surfing,63,58,1200,478
44936,2015/2016,CA,Swimming & Diving,901,921,21998,29054
44937,2015/2016,CA,Synchronized Swimming,0,0,0,0
44938,2015/2016,CA,Team Tennis,0,0,0,0
44939,2015/2016,CA,Tennis,955,1004,18792,22610
44940,2015/2016,CA,Track and Field -- Indoor,0,0,0,0
44941,2015/2016,CA,Track and Field -- Outdoor,1203,1211,55907,46003
44942,2015/2016,CA,Volleyball,759,1426,18187,43455
44943,2015/2016,CA,Water Polo,575,575,16634,15407
44944,2015/2016,CA,Weight Lifting,22,16,1510,734
44945,2015/2016,CA,Wrestling,870,645,23945,4104
44946,2015/2016,CA,Figure Skating,2,3,17,6
44947,2015/2016,CA,Rock Climbing,7,7,62,63
44948,2015/2016,CA,Martial Arts,6,11,58,86
44949,2015/2016,CA,Roller Hockey,23,9,331,30
44950,2015/2016,CA,Sand Volleyball,23,64,371,1042
44951,2015/2016,CA,Squash,4,3,27,9
44952,2015/2016,CA,Trap Shooting,19,20,271,144
44953,2015/2016,CA,Ultimate Frisbee,13,9,191,75
44954,2015/2016,MO,Adapted Basketball,0,0,0,0
44955,2015/2016,MO,Adapted Bowling,0,0,0,0
44956,2015/2016,MO,Adapted Floor Hockey,0,0,0,0
44957,2015/2016,MO,Adapted Soccer,0,0,0,0
44958,2015/2016,MO,Adapted Softball,0,0,0,0
44959,2015/2016,MO,Adapted Track,0,0,0,0
44960,2015/2016,MO,Air Riflery,0,0,0,0
44961,2015/2016,MO,Archery,0,0,0,0
44962,2015/2016,MO,Adapted Bocce - Indoor,0,0,0,0
44963,2015/2016,MO,Adapted Volleyball,0,0,0,0
44964,2015/2016,MO,Badminton,0,0,0,0
44965,2015/2016,MO,Baseball,592,0,14526,0
44966,2015/2016,MO,Basketball,560,542,13997,10120
44967,2015/2016,MO,Bowling,7,7,59,58
44968,2015/2016,MO,Competitive Spirit Squad,0,0,0,0
44969,2015/2016,MO,Crew,0,0,0,0
44970,2015/2016,MO,Cross Country,392,391,5953,4549
44971,2015/2016,MO,Canoe Paddling,0,0,0,0
44972,2015/2016,MO,Bocce - Outdoor,0,0,0,0
44973,2015/2016,MO,Cycling,0,0,0,0
44974,2015/2016,MO,DANCE,0,0,0,0
44975,2015/2016,MO,"Dance Team, High Kick",0,0,0,0
44976,2015/2016,MO,"Dance Team, Jazz",0,0,0,0
44977,2015/2016,MO,Dance/Drill,0,0,0,0
44978,2015/2016,MO,Decathlon,0,0,0,0
44979,2015/2016,MO,Drill Team,0,0,0,0
44980,2015/2016,MO,Equestrian,0,0,0,0
44981,2015/2016,MO,Fencing,0,0,0,0
44982,2015/2016,MO,Field Hockey,0,31,0,1120
44983,2015/2016,MO,Figure Skating,0,0,0,0
44984,2015/2016,MO,Flag Football,0,0,0,0
44985,2015/2016,MO,Football -- 11-Player,339,0,21883,0
44986,2015/2016,MO,Football -- 6-player,0,0,0,0
44987,2015/2016,MO,Football -- 8-player,22,0,463,0
44988,2015/2016,MO,Football -- 9-player,0,0,0,0
44989,2015/2016,MO,Golf,331,195,3938,1874
44990,2015/2016,MO,Gymnastics,0,0,0,0
44991,2015/2016,MO,Heptathlon,0,0,0,0
44992,2015/2016,MO,Ice Hockey,0,0,0,0
44993,2015/2016,MO,Judo,0,0,0,0
44994,2015/2016,MO,Kayaking,0,0,0,0
44995,2015/2016,MO,Lacrosse,0,35,0,1435
44996,2015/2016,MO,Mixed 6-Coed Volleyball,0,0,0,0
44997,2015/2016,MO,Mt. Biking,0,0,0,0
44998,2015/2016,MO,Native Youth Olympics,0,0,0,0
44999,2015/2016,MO,None,0,0,0,0
45000,2015/2016,MO,Pentathlon,0,0,0,0
45001,2015/2016,MO,Riflery,0,0,0,0
45002,2015/2016,MO,Rock Climbing,0,0,0,0
45003,2015/2016,MO,Martial Arts,0,0,0,0
45004,2015/2016,MO,Rodeo,0,0,0,0
45005,2015/2016,MO,RUGBY,0,0,0,0
45006,2015/2016,MO,Rythmic Gymnastics,0,0,0,0
45007,2015/2016,MO,sailing,0,0,0,0
45008,2015/2016,MO,Skiing -- Alpine,0,0,0,0
45009,2015/2016,MO,Skiing -- Cross Country,0,0,0,0
45010,2015/2016,MO,Snowboarding,0,0,0,0
45011,2015/2016,MO,Soccer,228,234,8676,8295
45012,2015/2016,MO,Roller Hockey,0,0,0,0
45013,2015/2016,MO,Sand Volleyball,0,0,0,0
45014,2015/2016,MO,Soft Tennis,0,0,0,0
45015,2015/2016,MO,Softball -- Fast Pitch,7,501,107,9813
45016,2015/2016,MO,Softball -- Slow Pitch,0,0,0,0
45017,2015/2016,MO,Surfing,0,0,0,0
45018,2015/2016,MO,Swimming & Diving,108,133,1817,2931
45019,2015/2016,MO,Synchronized Swimming,0,0,0,0
45020,2015/2016,MO,Team Tennis,183,189,3576,3882
45021,2015/2016,MO,Tennis,183,189,3576,3882
45022,2015/2016,MO,Track and Field -- Indoor,0,0,0,0
45023,2015/2016,MO,Squash,0,0,0,0
45024,2015/2016,MO,Track and Field -- Outdoor,491,492,15235,12039
45025,2015/2016,MO,Volleyball,41,434,1185,10476
45026,2015/2016,MO,Water Polo,24,0,538,0
45027,2015/2016,MO,Weight Lifting,0,0,0,0
45028,2015/2016,MO,Wrestling,240,0,6636,0
45029,2015/2016,MO,Trap Shooting,0,0,0,0
45030,2015/2016,MO,Ultimate Frisbee,0,0,0,0
45031,2015/2016,KY,Adapted Basketball,0,0,0,0
45032,2015/2016,KY,Adapted Bowling,0,0,0,0
45033,2015/2016,KY,Adapted Floor Hockey,0,0,0,0
45034,2015/2016,KY,Adapted Soccer,0,0,0,0
45035,2015/2016,KY,Adapted Softball,0,0,0,0
45036,2015/2016,KY,Adapted Track,0,0,0,0
45037,2015/2016,KY,Air Riflery,0,0,0,0
45038,2015/2016,KY,Archery,132,131,2067,2008
45039,2015/2016,KY,Adapted Bocce - Indoor,0,0,0,0
45040,2015/2016,KY,Adapted Volleyball,0,0,0,0
45041,2015/2016,KY,Badminton,0,0,0,0
45042,2015/2016,KY,Baseball,259,0,7499,11
45043,2015/2016,KY,Basketball,270,269,7144,5482
45044,2015/2016,KY,Bowling,99,98,1128,873
45045,2015/2016,KY,Competitive Spirit Squad,0,249,171,4983
45046,2015/2016,KY,Crew,0,0,0,0
45047,2015/2016,KY,Cross Country,238,228,3109,2946
45048,2015/2016,KY,Canoe Paddling,0,0,0,0
45049,2015/2016,KY,Bocce - Outdoor,0,0,0,0
45050,2015/2016,KY,Cycling,0,0,0,0
45051,2015/2016,KY,DANCE,0,0,0,0
45052,2015/2016,KY,"Dance Team, High Kick",0,0,0,0
45053,2015/2016,KY,"Dance Team, Jazz",0,0,0,0
45054,2015/2016,KY,Dance/Drill,0,0,0,0
45055,2015/2016,KY,Decathlon,0,0,0,0
45056,2015/2016,KY,Drill Team,0,0,0,0
45057,2015/2016,KY,Equestrian,0,0,0,0
45058,2015/2016,KY,Fencing,0,0,0,0
45059,2015/2016,KY,Field Hockey,0,19,0,718
45060,2015/2016,KY,Figure Skating,0,0,0,0
45061,2015/2016,MD,Adapted Basketball,12,12,80,56
45062,2015/2016,MD,Adapted Bowling,77,76,577,522
45063,2015/2016,MD,Adapted Floor Hockey,0,0,0,0
45064,2015/2016,MD,Adapted Soccer,27,27,168,131
45065,2015/2016,MD,Adapted Softball,57,57,412,290
45066,2015/2016,MD,Adapted Track,35,35,238,292
45067,2015/2016,MD,Air Riflery,0,0,0,0
45068,2015/2016,MD,Archery,0,0,0,0
45069,2015/2016,MD,Adapted Bocce - Indoor,88,84,606,492
45070,2015/2016,MD,Adapted Volleyball,0,0,0,0
